CitizenID,VoterRegistration,VolunteerHoursPerYear,CommunityGroupMembership,DonationsToCharity
3493,True,334,Sports Club,3162
3494,False,109,None,9546
3495,False,147,None,2920
3496,True,59,Religious Organization,9991
3497,True,154,None,1735
3498,True,75,Neighborhood Watch,3688
3499,True,180,None,5593
3500,True,358,Religious Organization,1769
3501,True,200,Religious Organization,6713
3502,True,388,None,8686
3503,False,121,Neighborhood Watch,7079
3504,False,99,None,8773
3505,False,261,Neighborhood Watch,9704
3506,True,232,Religious Organization,2238
3507,False,453,None,9574
3508,True,97,None,9616
3509,True,408,None,9790
3510,False,244,Religious Organization,1298
3511,True,195,None,3930
3512,True,78,Religious Organization,6228
3513,False,210,Religious Organization,5007
3514,True,430,Religious Organization,2509
3515,True,398,Neighborhood Watch,5332
3516,False,46,Religious Organization,6259
3517,False,54,Sports Club,921
3518,True,77,Neighborhood Watch,7162
3519,True,339,Sports Club,1129
3520,False,260,Neighborhood Watch,6542
3521,False,203,Sports Club,5007
3522,True,444,Religious Organization,8476
3523,True,42,Neighborhood Watch,6649
3524,False,58,Sports Club,5087
3525,True,487,Neighborhood Watch,4126
3526,True,462,None,3957
3527,False,288,None,9798
3528,False,110,Religious Organization,9631
3529,True,43,Religious Organization,6987
3530,True,370,None,5313
3531,False,387,Sports Club,9026
3532,False,292,None,4404
3533,True,230,Sports Club,490
3534,True,218,Religious Organization,2597
3535,False,130,Neighborhood Watch,767
3536,False,49,Neighborhood Watch,1865
3537,True,359,Sports Club,8707
3538,True,166,Neighborhood Watch,3081
3539,False,139,Religious Organization,2041
3540,False,50,Sports Club,2938
3541,True,257,None,164
3542,True,373,Religious Organization,1662
3543,True,171,None,8852
3544,True,415,Neighborhood Watch,7805
3545,False,294,None,7804
3546,True,489,Religious Organization,7019
3547,False,240,None,6151
3548,True,334,Neighborhood Watch,2766
3549,False,108,Neighborhood Watch,6773
3550,True,114,None,2996
3551,True,217,Neighborhood Watch,1270
3552,False,178,Neighborhood Watch,4791
3553,True,194,Religious Organization,1538
3554,False,346,Religious Organization,9928
3555,False,178,Religious Organization,1777
3556,True,479,Sports Club,7069
3557,False,5,Neighborhood Watch,8724
3558,True,455,Neighborhood Watch,3202
3559,True,32,None,7938
3560,False,224,None,9486
3561,False,428,Neighborhood Watch,4333
3562,False,459,None,1070
3563,True,175,Religious Organization,4189
3564,False,359,None,3623
3565,True,399,Neighborhood Watch,1878
3566,True,154,Neighborhood Watch,5488
3567,False,15,Religious Organization,1348
3568,True,135,None,2855
3569,False,333,Sports Club,8820
3570,True,139,Religious Organization,1565
3571,True,222,None,8830
3572,False,234,Religious Organization,2586
3573,False,400,Religious Organization,4419
3574,False,416,Sports Club,1833
3575,True,152,Sports Club,7225
3576,True,17,Neighborhood Watch,8869
3577,True,235,Religious Organization,6512
3578,True,91,Religious Organization,9934
3579,False,211,None,3638
3580,True,127,Religious Organization,167
3581,True,107,None,1130
3582,False,279,None,6258
3583,True,196,Sports Club,3034
3584,True,68,Neighborhood Watch,1861
3585,True,338,Religious Organization,3004
3586,True,426,Religious Organization,4796
3587,False,414,None,3073
3588,True,103,None,7876
3589,False,460,None,3217
3590,True,89,Religious Organization,1493
3591,False,321,None,1358
3592,False,140,None,4237
3593,True,0,Sports Club,4074
3594,True,328,Sports Club,594
3595,True,208,None,4915
3596,True,318,Sports Club,9200
3597,True,255,Sports Club,3127
3598,True,195,Religious Organization,2379
3599,False,128,Religious Organization,9508
3600,False,254,None,1520
3601,False,390,Sports Club,6280
3602,False,448,None,5164
3603,True,265,Sports Club,3730
3604,False,454,None,1061
3605,False,265,Religious Organization,2639
3606,True,401,None,659
3607,True,398,Neighborhood Watch,7204
3608,True,247,Religious Organization,8392
3609,False,270,Sports Club,8580
3610,True,418,Neighborhood Watch,5995
3611,True,214,Neighborhood Watch,5836
3612,False,29,None,859
3613,True,138,Sports Club,8309
3614,False,358,Neighborhood Watch,4532
3615,False,76,Religious Organization,4015
3616,True,2,Sports Club,3459
3617,True,158,Religious Organization,3263
3618,False,277,Neighborhood Watch,5450
3619,True,219,Religious Organization,2674
3620,False,305,Religious Organization,6785
3621,False,186,Religious Organization,4610
3622,True,362,Neighborhood Watch,3493
3623,False,489,Sports Club,1367
3624,False,285,Sports Club,7569
3625,False,91,Religious Organization,8067
3626,False,394,Neighborhood Watch,2410
3627,False,301,Neighborhood Watch,1926
3628,False,453,Sports Club,1775
3629,True,6,None,1455
3630,False,193,None,743
3631,False,95,Sports Club,1616
3632,True,455,Sports Club,4122
3633,True,8,Neighborhood Watch,5241
3634,False,103,None,7723
3635,True,202,None,2276
3636,True,366,Neighborhood Watch,3305
3637,True,477,Sports Club,4422
3638,False,432,Religious Organization,8733
3639,False,91,None,7881
3640,True,328,Religious Organization,1146
3641,False,327,Sports Club,1280
3642,False,275,Religious Organization,2522
3643,False,177,Sports Club,9287
3644,False,358,Religious Organization,6236
3645,True,322,Neighborhood Watch,4200
3646,False,465,None,5306
3647,False,158,Sports Club,6437
3648,True,332,Sports Club,4715
3649,False,104,Neighborhood Watch,5181
3650,True,194,None,5009
3651,False,205,Neighborhood Watch,8219
3652,True,380,None,6131
3653,True,182,Religious Organization,671
3654,True,312,Sports Club,1900
3655,False,288,Religious Organization,4471
3656,True,382,Religious Organization,9617
3657,False,351,Religious Organization,2471
3658,False,218,Religious Organization,4892
3659,True,477,None,5634
3660,True,88,Neighborhood Watch,5439
3661,True,360,Sports Club,9726
3662,True,236,Religious Organization,4737
3663,True,210,Religious Organization,2749
3664,False,400,Sports Club,3989
3665,True,16,None,6366
3666,True,15,Religious Organization,6930
3667,True,354,Religious Organization,3286
3668,False,77,Religious Organization,7629
3669,True,347,Neighborhood Watch,9859
3670,True,419,Sports Club,8395
3671,False,143,Sports Club,5567
3672,True,290,Religious Organization,3658
3673,True,16,Religious Organization,5212
3674,False,88,Neighborhood Watch,9557
3675,True,479,Religious Organization,456
3676,False,336,Neighborhood Watch,6912
3677,False,263,Neighborhood Watch,6537
3678,True,69,Neighborhood Watch,6555
3679,False,427,Religious Organization,6308
3680,True,119,Neighborhood Watch,5825
3681,True,453,None,7991
3682,True,459,Sports Club,8905
3683,True,136,None,1046
3684,True,181,Sports Club,7432
3685,True,196,None,9353
3686,True,293,Sports Club,8902
3687,False,314,Religious Organization,7557
3688,True,437,None,7440
3689,True,160,Sports Club,2110
3690,False,131,None,8735
3691,True,382,Neighborhood Watch,6320
3692,False,170,Religious Organization,1254
3693,False,211,Religious Organization,73
3694,True,218,Religious Organization,4260
3695,False,45,None,3448
3696,False,274,None,7642
3697,False,307,Sports Club,3468
3698,True,410,Neighborhood Watch,7154
3699,True,423,Neighborhood Watch,464
3700,False,132,Sports Club,2629
3701,True,406,Sports Club,663
3702,False,379,Sports Club,1198
3703,True,313,None,4884
3704,True,455,Neighborhood Watch,6678
3705,True,253,Religious Organization,8694
3706,True,120,Neighborhood Watch,6389
3707,False,143,Sports Club,8325
3708,False,499,Religious Organization,5256
3709,False,96,None,1598
3710,True,47,Religious Organization,7548
3711,True,454,Religious Organization,6606
3712,False,493,None,8482
3713,False,346,None,5144
3714,True,96,Sports Club,1347
3715,True,74,Neighborhood Watch,5176
3716,False,105,Religious Organization,9010
3717,False,11,Neighborhood Watch,6900
3718,True,149,Religious Organization,4529
3719,False,492,Neighborhood Watch,2780
3720,False,38,Neighborhood Watch,7742
3721,False,350,Neighborhood Watch,1750
3722,True,70,Religious Organization,423
3723,False,268,None,3675
3724,False,231,Sports Club,5223
3725,False,115,Religious Organization,2735
3726,True,187,Religious Organization,5538
3727,True,120,None,4568
3728,True,126,Neighborhood Watch,6613
3729,False,463,Religious Organization,4851
3730,False,312,Religious Organization,2601
3731,True,168,Neighborhood Watch,7753
3732,False,462,Neighborhood Watch,2559
3733,True,283,Neighborhood Watch,2281
3734,False,164,Neighborhood Watch,513
3735,True,127,Religious Organization,8732
3736,True,81,Sports Club,727
3737,False,357,Sports Club,3294
3738,True,373,Religious Organization,4907
3739,True,456,Neighborhood Watch,9042
3740,False,264,Neighborhood Watch,6561
3741,False,308,None,4504
3742,False,221,Religious Organization,7537
3743,True,89,None,1215
3744,True,435,Neighborhood Watch,9820
3745,True,183,Neighborhood Watch,3447
3746,True,307,Neighborhood Watch,4546
3747,False,80,Neighborhood Watch,1927
3748,True,17,None,8447
3749,False,145,Sports Club,3345
3750,False,488,Neighborhood Watch,9068
3751,False,169,Neighborhood Watch,8636
3752,True,399,Religious Organization,5917
3753,False,26,None,5864
3754,False,101,Neighborhood Watch,6113
3755,False,253,Religious Organization,4743
3756,True,209,Neighborhood Watch,1354
3757,False,208,Religious Organization,273
3758,True,357,Religious Organization,209
3759,True,15,Religious Organization,5153
3760,True,329,None,6817
3761,False,200,None,416
3762,True,449,Neighborhood Watch,5613
3763,True,425,Neighborhood Watch,3838
3764,False,359,Sports Club,630
3765,False,218,Sports Club,2473
3766,False,402,Religious Organization,4817
3767,True,400,Neighborhood Watch,4230
3768,True,204,Religious Organization,4768
3769,False,478,Sports Club,8448
3770,False,437,None,4539
3771,False,262,Neighborhood Watch,9214
3772,True,473,None,1578
3773,False,451,None,4986
3774,False,290,Neighborhood Watch,8685
3775,True,371,Religious Organization,6784
3776,True,147,Religious Organization,3409
3777,True,80,Religious Organization,8499
3778,True,2,Neighborhood Watch,9676
3779,False,329,None,3595
3780,True,499,Religious Organization,7003
3781,True,366,None,1999
3782,False,458,Sports Club,2160
3783,True,148,Neighborhood Watch,6497
3784,True,316,Sports Club,6
3785,False,322,None,1133
3786,True,5,Religious Organization,6178
3787,False,260,None,4006
3788,False,300,Neighborhood Watch,8011
3789,True,0,Neighborhood Watch,3194
3790,False,430,Sports Club,1487
3791,True,123,None,9171
3792,True,259,Religious Organization,2937
3793,True,32,Neighborhood Watch,1767
3794,False,290,Neighborhood Watch,5873
3795,True,30,Sports Club,7575
3796,False,16,Neighborhood Watch,2301
3797,True,332,Religious Organization,5567
3798,False,60,Sports Club,779
3799,False,468,Religious Organization,8289
3800,False,402,Sports Club,9283
3801,True,371,Religious Organization,8709
3802,True,449,Religious Organization,8391
3803,False,215,Sports Club,8897
3804,True,304,Sports Club,202
3805,False,348,Neighborhood Watch,2024
3806,False,262,Neighborhood Watch,7607
3807,False,144,Sports Club,7705
3808,False,166,Neighborhood Watch,9392
3809,False,144,None,1789
3810,False,284,Sports Club,7499
3811,True,66,Sports Club,2858
3812,False,298,Religious Organization,502
3813,True,133,Sports Club,8531
3814,False,2,Sports Club,2941
3815,False,256,Neighborhood Watch,6812
3816,False,324,Religious Organization,872
3817,False,317,Sports Club,921
3818,False,34,Sports Club,1996
3819,True,380,None,7817
3820,True,227,Religious Organization,6952
3821,False,15,Neighborhood Watch,8216
3822,False,363,Religious Organization,4498
3823,False,97,None,8813
3824,True,255,Sports Club,6570
3825,False,395,Neighborhood Watch,1548
3826,False,11,None,4016
3827,False,345,Sports Club,7288
3828,False,267,Religious Organization,7196
3829,True,88,None,19
3830,True,332,None,2429
3831,False,188,Sports Club,9882
3832,False,200,Religious Organization,9951
3833,False,451,None,2921
3834,True,60,Neighborhood Watch,8182
3835,True,234,None,6309
3836,True,210,Sports Club,2314
3837,True,303,Sports Club,5662
3838,False,168,Sports Club,7470
3839,True,319,Religious Organization,7162
3840,True,478,Religious Organization,9522
3841,False,351,None,1085
3842,False,278,Neighborhood Watch,5615
3843,True,72,None,422
3844,True,149,Religious Organization,2488
3845,True,116,Religious Organization,2857
3846,False,375,None,6500
3847,True,477,None,8572
3848,False,409,Neighborhood Watch,1020
3849,False,8,Sports Club,24
3850,False,265,Religious Organization,5403
3851,True,283,Religious Organization,8458
3852,False,423,Neighborhood Watch,3776
3853,True,308,Neighborhood Watch,7939
3854,False,349,None,5814
3855,False,360,Neighborhood Watch,49
3856,False,327,Sports Club,9853
3857,True,221,Religious Organization,3583
3858,True,246,Neighborhood Watch,154
3859,False,459,Neighborhood Watch,4601
3860,False,259,Neighborhood Watch,3905
3861,True,276,None,1848
3862,False,39,Religious Organization,7783
3863,True,385,None,6884
3864,False,439,Religious Organization,1060
3865,False,462,None,2765
3866,False,266,Neighborhood Watch,6410
3867,False,1,Religious Organization,4519
3868,False,101,None,7597
3869,False,125,Religious Organization,8205
3870,False,304,Religious Organization,214
3871,True,402,Neighborhood Watch,6329
3872,True,429,Religious Organization,6642
3873,False,301,Sports Club,5184
3874,False,489,Religious Organization,8477
3875,True,304,Religious Organization,3255
3876,True,147,None,286
3877,True,214,Sports Club,1962
3878,True,399,Religious Organization,6949
3879,False,431,Religious Organization,7782
3880,False,244,Neighborhood Watch,509
3881,False,102,Religious Organization,78
3882,False,443,Sports Club,2334
3883,False,176,Religious Organization,7823
3884,True,166,Neighborhood Watch,4513
3885,True,452,Neighborhood Watch,4374
3886,True,384,Sports Club,6601
3887,False,361,Sports Club,8928
3888,True,340,Sports Club,8175
3889,False,52,Sports Club,1879
3890,False,105,None,7838
3891,False,437,Neighborhood Watch,8419
3892,True,185,Sports Club,3485
3893,False,431,Sports Club,4256
3894,False,391,None,1102
3895,True,189,Religious Organization,9294
3896,True,112,None,5089
3897,True,463,Sports Club,9132
3898,False,428,None,7626
3899,False,357,Sports Club,6831
3900,False,327,Religious Organization,3012
3901,False,498,Sports Club,6307
3902,True,67,Religious Organization,495
3903,False,380,Religious Organization,5905
3904,False,432,Sports Club,8747
3905,True,484,Religious Organization,5306
3906,False,188,Religious Organization,1522
3907,False,255,Religious Organization,7823
3908,True,32,Neighborhood Watch,8903
3909,False,133,Religious Organization,8551
3910,True,189,Neighborhood Watch,6144
3911,False,109,Neighborhood Watch,3544
3912,True,372,Religious Organization,1849
3913,True,51,Neighborhood Watch,1617
3914,False,133,Religious Organization,9182
3915,True,79,Sports Club,6322
3916,False,394,Neighborhood Watch,307
3917,True,139,Neighborhood Watch,5210
3918,True,496,None,2285
3919,True,329,Neighborhood Watch,366
3920,True,102,Neighborhood Watch,2922
3921,False,441,Neighborhood Watch,9029
3922,True,118,Neighborhood Watch,2130
3923,True,138,Sports Club,5303
3924,True,60,Sports Club,292
3925,True,491,Religious Organization,7053
3926,True,6,None,9639
3927,False,136,Religious Organization,6374
3928,False,200,Religious Organization,7461
3929,True,36,Religious Organization,8180
3930,True,436,None,4547
3931,True,362,Religious Organization,5448
3932,False,400,Sports Club,2213
3933,False,61,Religious Organization,5973
3934,False,305,None,7830
3935,True,285,Sports Club,8973
3936,True,331,Neighborhood Watch,7630
3937,True,201,None,6466
3938,False,16,Sports Club,2342
3939,False,223,Sports Club,606
3940,True,45,Sports Club,9117
3941,False,273,Neighborhood Watch,4646
3942,False,75,Sports Club,5252
3943,True,83,Sports Club,4090
3944,True,133,Religious Organization,7749
3945,False,62,Neighborhood Watch,7772
3946,False,242,Religious Organization,9328
3947,True,456,Neighborhood Watch,5431
3948,False,308,Sports Club,5089
3949,False,486,Religious Organization,8806
3950,True,211,None,2498
3951,True,92,Sports Club,11
3952,False,396,Religious Organization,9011
3953,True,379,Religious Organization,7227
3954,True,156,Religious Organization,6703
3955,True,183,Religious Organization,7082
3956,True,194,None,3993
3957,False,425,Sports Club,386
3958,False,79,None,4662
3959,False,183,None,1756
3960,True,10,Religious Organization,4384
3961,True,417,None,5866
3962,True,333,Religious Organization,4503
3963,True,114,Neighborhood Watch,6672
3964,False,399,None,3889
3965,True,312,None,5930
3966,False,352,Neighborhood Watch,1836
3967,True,6,Religious Organization,6949
3968,False,231,Neighborhood Watch,1923
3969,True,435,Sports Club,2671
3970,False,206,Neighborhood Watch,2784
3971,False,240,None,6377
3972,False,303,Sports Club,4073
3973,True,114,Religious Organization,869
3974,True,334,Sports Club,6228
3975,True,439,Neighborhood Watch,5151
3976,False,102,None,6118
3977,True,345,Religious Organization,9175
3978,False,154,Religious Organization,4466
3979,False,381,Neighborhood Watch,9948
3980,False,388,Sports Club,1093
3981,True,229,None,7802
3982,False,389,Sports Club,3715
3983,False,437,Sports Club,9926
3984,True,457,Religious Organization,9160
3985,False,54,Neighborhood Watch,3389
3986,True,280,None,7652
3987,False,448,Neighborhood Watch,6626
3988,True,399,Neighborhood Watch,1885
3989,False,363,Sports Club,9209
3990,True,416,Neighborhood Watch,5096
3991,False,344,Neighborhood Watch,2938
3992,True,170,Religious Organization,5935
3993,False,282,Sports Club,1956
3994,False,66,None,8640
3995,True,113,Religious Organization,3268
3996,True,123,None,2271
3997,True,344,None,6988
3998,False,221,None,1922
3999,False,300,None,294
4000,True,483,Sports Club,6862
4001,True,493,Religious Organization,3059
4002,False,363,Religious Organization,5084
4003,True,104,None,4102
4004,False,400,Neighborhood Watch,4380
4005,False,215,Neighborhood Watch,9652
4006,True,127,Religious Organization,5287
4007,True,459,Religious Organization,4839
4008,False,359,Religious Organization,4352
4009,False,131,None,3785
4010,True,356,None,9905
4011,False,45,None,3421
4012,False,202,Neighborhood Watch,7818
4013,False,167,Neighborhood Watch,5945
4014,True,434,Religious Organization,4004
4015,False,255,Neighborhood Watch,3441
4016,True,327,None,4834
4017,True,484,Neighborhood Watch,8548
4018,False,264,None,5726
4019,False,377,None,4709
4020,False,308,Neighborhood Watch,662
4021,False,85,None,9332
4022,False,251,None,771
4023,True,96,Sports Club,8618
4024,False,361,Sports Club,5788
4025,True,10,Neighborhood Watch,7785
4026,False,285,Religious Organization,3992
4027,False,497,Religious Organization,7695
4028,False,343,Religious Organization,641
4029,False,118,Religious Organization,2647
4030,False,359,Neighborhood Watch,7354
4031,True,282,None,6444
4032,True,406,Sports Club,1333
4033,True,413,Religious Organization,8281
4034,True,470,Sports Club,4118
4035,True,270,Neighborhood Watch,2100
4036,True,176,None,6521
4037,True,97,Neighborhood Watch,5640
4038,True,302,Sports Club,4836
4039,False,188,Neighborhood Watch,9388
4040,False,455,Religious Organization,4465
4041,True,92,Sports Club,9800
4042,True,129,None,1787
4043,True,128,Neighborhood Watch,4038
4044,True,90,None,6087
4045,True,475,Sports Club,1986
4046,False,360,Neighborhood Watch,3179
4047,True,390,None,1096
4048,True,387,Sports Club,8792
4049,True,455,Religious Organization,3031
4050,True,116,Neighborhood Watch,964
4051,False,148,Neighborhood Watch,5036
4052,False,147,Religious Organization,9334
4053,True,72,Neighborhood Watch,2976
4054,True,274,Religious Organization,452
4055,False,448,Sports Club,957
4056,True,187,Neighborhood Watch,9970
4057,True,261,Sports Club,4466
4058,False,459,Neighborhood Watch,4617
4059,True,352,Sports Club,3243
4060,True,205,Sports Club,7692
4061,False,455,None,2739
4062,True,251,Neighborhood Watch,7017
4063,False,435,Religious Organization,2560
4064,True,18,Neighborhood Watch,4031
4065,True,33,None,8767
4066,True,189,Neighborhood Watch,834
4067,False,148,None,6473
4068,True,474,Sports Club,6998
4069,True,494,Neighborhood Watch,2455
4070,True,182,Neighborhood Watch,8163
4071,True,172,Sports Club,8323
4072,True,425,Sports Club,7099
4073,False,316,Neighborhood Watch,8089
4074,False,87,Sports Club,9465
4075,False,135,Religious Organization,9585
4076,True,309,Sports Club,6633
4077,False,171,Neighborhood Watch,9599
4078,False,41,Religious Organization,8390
4079,False,244,Sports Club,6089
4080,True,212,Religious Organization,1119
4081,False,16,None,5055
4082,True,409,Sports Club,5852
4083,False,245,Sports Club,3566
4084,True,412,Sports Club,395
4085,True,395,None,576
4086,False,327,Sports Club,7500
4087,False,127,Religious Organization,8150
4088,False,237,Neighborhood Watch,9946
4089,False,104,None,6277
4090,True,415,Sports Club,536
4091,False,411,Neighborhood Watch,7013
4092,False,70,Religious Organization,7636
4093,True,337,None,6302
4094,False,417,Neighborhood Watch,2055
4095,False,308,Sports Club,5985
4096,True,244,Sports Club,6189
4097,False,477,Sports Club,9535
4098,True,262,Religious Organization,6279
4099,False,94,Neighborhood Watch,6252
4100,True,88,Neighborhood Watch,3554
4101,False,493,Religious Organization,1270
4102,True,434,Religious Organization,424
4103,False,355,Religious Organization,7248
4104,False,30,None,3326
4105,False,269,Neighborhood Watch,3268
4106,True,59,Sports Club,9147
4107,False,496,Religious Organization,139
4108,False,63,Religious Organization,2324
4109,True,231,Neighborhood Watch,7492
4110,True,308,Sports Club,2359
4111,False,478,Sports Club,8715
4112,False,115,Religious Organization,1651
4113,False,207,Neighborhood Watch,5009
4114,True,389,Sports Club,2209
4115,False,445,Sports Club,8436
4116,True,191,None,358
4117,True,345,None,7755
4118,True,228,Sports Club,9763
4119,False,13,Neighborhood Watch,5218
4120,True,444,None,2686
4121,False,28,Religious Organization,3783
4122,False,201,Sports Club,3181
4123,False,304,Religious Organization,3129
4124,False,81,Religious Organization,3067
4125,True,319,None,8750
4126,True,159,Religious Organization,6096
4127,True,205,Religious Organization,8632
4128,False,400,None,6562
4129,True,496,Sports Club,8635
4130,False,211,Sports Club,4903
4131,True,428,Religious Organization,4997
4132,True,17,None,7308
4133,True,432,Neighborhood Watch,4294
4134,True,208,Neighborhood Watch,8380
4135,True,442,Religious Organization,2749
4136,True,271,Neighborhood Watch,1069
4137,True,388,Religious Organization,1712
4138,True,208,Religious Organization,8059
4139,True,136,Religious Organization,4874
4140,False,23,None,6977
4141,True,154,Religious Organization,1863
4142,True,181,None,57
4143,False,486,None,9748
4144,False,227,Neighborhood Watch,1325
4145,True,341,Neighborhood Watch,4674
4146,True,391,Neighborhood Watch,6684
4147,True,209,None,3551
4148,False,92,Sports Club,7538
4149,False,175,Sports Club,7026
4150,True,126,Religious Organization,8257
4151,True,282,Sports Club,4751
4152,True,199,Sports Club,2174
4153,True,98,Neighborhood Watch,87
4154,True,322,Sports Club,4880
4155,True,216,Sports Club,2036
4156,False,255,Religious Organization,5529
4157,True,376,Sports Club,7264
4158,False,55,Sports Club,19
4159,False,68,Sports Club,5708
4160,True,375,Sports Club,5319
4161,True,164,Religious Organization,189
4162,False,76,Religious Organization,7928
4163,True,351,Neighborhood Watch,6777
4164,True,191,None,2911
4165,True,151,Neighborhood Watch,7251
4166,True,174,Religious Organization,3467
4167,True,136,Sports Club,5030
4168,False,190,Sports Club,9708
4169,False,60,None,6180
4170,False,34,Neighborhood Watch,7203
4171,False,472,Neighborhood Watch,3795
4172,False,333,Sports Club,9727
4173,True,18,Sports Club,2773
4174,False,481,None,2477
4175,False,393,Sports Club,4919
4176,False,493,Sports Club,1794
4177,True,450,Religious Organization,4731
4178,True,311,None,9232
4179,True,382,Neighborhood Watch,7601
4180,False,142,Neighborhood Watch,248
4181,False,423,Sports Club,5109
4182,True,240,Religious Organization,706
4183,True,385,Neighborhood Watch,8497
4184,False,171,Neighborhood Watch,4576
4185,False,326,Sports Club,7917
4186,True,351,Sports Club,3238
4187,False,396,Sports Club,5254
4188,False,227,Sports Club,1091
4189,True,395,Neighborhood Watch,3373
4190,False,449,Neighborhood Watch,3516
4191,True,231,Neighborhood Watch,1869
4192,False,172,Religious Organization,6152
4193,True,271,None,8251
4194,True,469,Neighborhood Watch,7576
4195,True,116,None,2789
4196,True,10,None,9615
4197,False,473,Sports Club,5405
4198,False,208,None,1285
4199,False,188,Sports Club,9494
4200,True,450,Religious Organization,1855
4201,True,231,Sports Club,4559
4202,False,352,None,8070
4203,False,482,Neighborhood Watch,5536
4204,True,442,Neighborhood Watch,317
4205,False,414,None,6755
4206,True,189,Neighborhood Watch,8457
4207,False,100,None,6801
4208,False,28,None,9716
4209,False,376,Religious Organization,9626
4210,True,36,Sports Club,8617
4211,True,187,Neighborhood Watch,7166
4212,True,86,None,7106
4213,True,122,None,2243
4214,True,191,None,1522
4215,True,320,Sports Club,8374
4216,False,491,None,3173
4217,True,166,Religious Organization,9401
4218,False,55,Sports Club,8427
4219,False,199,None,5031
4220,False,350,None,3639
4221,True,53,None,2056
4222,False,251,Neighborhood Watch,4519
4223,True,496,None,3074
4224,True,330,Religious Organization,1356
4225,True,149,Sports Club,4647
4226,True,425,Neighborhood Watch,964
4227,True,335,Sports Club,5464
4228,True,234,None,5587
4229,False,408,Sports Club,1259
4230,True,299,Neighborhood Watch,4663
4231,False,482,Sports Club,1406
4232,True,30,None,604
4233,True,89,Neighborhood Watch,4038
4234,False,256,Neighborhood Watch,1249
4235,True,340,Religious Organization,2565
4236,True,8,Sports Club,4906
4237,False,392,Religious Organization,2697
4238,True,123,Neighborhood Watch,7808
4239,False,457,Religious Organization,1230
4240,False,338,Neighborhood Watch,5110
4241,False,165,Sports Club,9767
4242,True,302,Sports Club,1605
4243,False,293,Neighborhood Watch,9682
4244,False,360,Neighborhood Watch,73
4245,False,277,None,6764
4246,False,123,None,2849
4247,True,497,Sports Club,8834
4248,True,265,Neighborhood Watch,4567
4249,False,205,None,6099
4250,True,397,Neighborhood Watch,7529
4251,False,336,Neighborhood Watch,2808
4252,True,433,Sports Club,2346
4253,False,209,Sports Club,7931
4254,False,25,Neighborhood Watch,1697
4255,True,486,Sports Club,8631
4256,True,448,None,4375
4257,False,203,None,1064
4258,False,497,Sports Club,7739
4259,False,30,Religious Organization,391
4260,True,160,Religious Organization,827
4261,True,247,Sports Club,299
4262,True,17,None,1409
4263,True,54,Neighborhood Watch,1000
4264,True,79,Neighborhood Watch,4675
4265,False,52,Neighborhood Watch,7783
4266,True,297,Religious Organization,613
4267,False,93,Sports Club,3449
4268,True,373,Sports Club,5108
4269,False,23,Religious Organization,810
4270,True,201,None,773
4271,False,34,Neighborhood Watch,5793
4272,True,69,None,3377
4273,True,24,Neighborhood Watch,7981
4274,True,282,None,2018
4275,True,298,Religious Organization,4735
4276,False,163,Sports Club,1291
4277,False,115,Religious Organization,6861
4278,False,471,None,9987
4279,False,67,None,7718
4280,True,466,None,2950
4281,True,148,None,1117
4282,True,410,Religious Organization,4706
4283,False,59,Sports Club,7467
4284,True,17,Religious Organization,3848
4285,True,384,Religious Organization,8876
4286,False,194,Neighborhood Watch,1530
4287,False,351,Sports Club,6160
4288,False,56,Religious Organization,3792
4289,False,479,Sports Club,471
4290,False,94,Neighborhood Watch,318
4291,False,358,Religious Organization,3250
4292,True,309,Religious Organization,2604
4293,True,409,Sports Club,2667
4294,True,207,None,7814
4295,True,334,None,3580
4296,True,182,Sports Club,8986
4297,False,44,Sports Club,9822
4298,True,189,Neighborhood Watch,2032
4299,True,2,Sports Club,8270
4300,True,23,Religious Organization,8789
4301,True,120,Neighborhood Watch,1230
4302,True,230,Religious Organization,3202
4303,True,6,Neighborhood Watch,637
4304,False,60,Sports Club,2444
4305,False,7,Sports Club,8755
4306,True,10,Neighborhood Watch,9969
4307,False,36,Religious Organization,7606
4308,False,404,Religious Organization,3213
4309,False,408,None,9794
4310,False,489,None,6335
4311,True,393,Sports Club,5378
4312,True,101,None,1072
4313,True,184,Religious Organization,4901
4314,True,463,Religious Organization,3853
4315,True,287,None,5344
4316,True,448,Sports Club,9993
4317,False,449,Religious Organization,7124
4318,True,403,Religious Organization,4268
4319,False,120,None,47
4320,False,74,Neighborhood Watch,3168
4321,False,477,Neighborhood Watch,4011
4322,True,114,Sports Club,7920
4323,True,56,None,3335
4324,True,25,Sports Club,9721
4325,True,344,Sports Club,2568
4326,True,399,Sports Club,3413
4327,True,165,None,4348
4328,True,121,Sports Club,2103
4329,False,243,None,2803
4330,True,46,Sports Club,8884
4331,True,269,Religious Organization,325
4332,False,50,Neighborhood Watch,9113
4333,False,96,Neighborhood Watch,2498
4334,False,15,Neighborhood Watch,7363
4335,False,272,Sports Club,4681
4336,True,488,Religious Organization,3708
4337,True,419,Sports Club,1539
4338,False,343,Religious Organization,417
4339,True,18,None,1886
4340,False,378,Sports Club,4944
4341,False,394,None,4644
4342,False,414,Religious Organization,1395
4343,True,484,Neighborhood Watch,181
4344,True,66,Neighborhood Watch,8861
4345,True,17,None,3941
4346,False,31,None,6561
4347,True,230,None,2955
4348,True,232,Neighborhood Watch,2266
4349,True,296,Religious Organization,2061
4350,False,145,Religious Organization,9926
4351,False,174,None,8489
