CitizenID,HighestEducation,FieldOfStudy,GraduationYear,LanguageProficiency
704,Bachelor's Degree,Sciences,1973,Intermediate
705,Master's Degree,Business,1990,Intermediate
706,Bachelor's Degree,Business,1994,Native
707,High School,Engineering,1991,Fluent
708,Master's Degree,Business,2002,Fluent
709,Associate's Degree,Business,1972,Intermediate
710,Associate's Degree,Engineering,1991,Basic
711,PhD,Engineering,1984,Fluent
712,Associate's Degree,Sciences,2011,Native
713,Bachelor's Degree,Law,1999,Native
714,High School,Engineering,2022,Intermediate
715,Associate's Degree,Engineering,1990,Fluent
716,PhD,Sciences,2010,Fluent
717,Master's Degree,Sciences,1996,Fluent
718,PhD,Sciences,1994,Basic
719,Associate's Degree,Business,2022,Intermediate
720,High School,Engineering,2006,Fluent
721,Master's Degree,Business,2012,Intermediate
722,PhD,Law,2005,Basic
723,Associate's Degree,Engineering,1983,Fluent
724,High School,Law,2007,Intermediate
725,Bachelor's Degree,Arts,2000,Basic
726,Master's Degree,Law,2020,Intermediate
727,Bachelor's Degree,Engineering,2022,Basic
728,Bachelor's Degree,Law,2019,Basic
729,Master's Degree,Sciences,1979,Basic
730,Associate's Degree,Arts,1982,Fluent
731,Master's Degree,Sciences,1977,Basic
732,High School,Arts,1995,Basic
733,Master's Degree,Law,2004,Native
734,High School,Arts,1988,Fluent
735,Bachelor's Degree,Arts,1991,Fluent
736,Associate's Degree,Arts,1992,Intermediate
737,PhD,Business,1982,Basic
738,PhD,Sciences,1981,Basic
739,High School,Arts,1983,Native
740,Master's Degree,Business,2013,Fluent
741,Bachelor's Degree,Engineering,1997,Intermediate
742,Master's Degree,Law,2004,Fluent
743,Associate's Degree,Law,2003,Basic
744,PhD,Engineering,1982,Basic
745,High School,Law,1993,Intermediate
746,Associate's Degree,Business,1971,Intermediate
747,Bachelor's Degree,Sciences,1988,Native
748,Bachelor's Degree,Law,1973,Intermediate
749,Bachelor's Degree,Arts,1995,Native
750,Associate's Degree,Law,2016,Intermediate
751,Associate's Degree,Engineering,2013,Fluent
752,Master's Degree,Engineering,2020,Native
753,High School,Engineering,2009,Fluent
754,Associate's Degree,Arts,1989,Basic
755,Bachelor's Degree,Sciences,2015,Native
756,PhD,Law,1980,Native
757,PhD,Arts,1972,Intermediate
758,PhD,Law,1991,Native
759,Bachelor's Degree,Sciences,2021,Fluent
760,Associate's Degree,Law,1996,Basic
761,Master's Degree,Engineering,1975,Intermediate
762,Master's Degree,Engineering,1990,Basic
763,PhD,Sciences,2015,Fluent
764,PhD,Business,2019,Intermediate
765,Bachelor's Degree,Arts,1978,Native
766,Master's Degree,Engineering,1987,Intermediate
767,Master's Degree,Law,2011,Intermediate
768,Master's Degree,Business,1973,Native
769,Associate's Degree,Engineering,2003,Native
770,Associate's Degree,Business,1998,Fluent
771,Bachelor's Degree,Business,2000,Native
772,High School,Business,2017,Fluent
773,Associate's Degree,Sciences,1997,Intermediate
774,Associate's Degree,Arts,1988,Basic
775,PhD,Arts,1995,Native
776,High School,Sciences,1989,Intermediate
777,Bachelor's Degree,Engineering,1978,Basic
778,Bachelor's Degree,Business,2019,Basic
779,High School,Engineering,1981,Native
780,Associate's Degree,Business,2006,Fluent
781,Associate's Degree,Business,2001,Fluent
782,High School,Law,2001,Fluent
783,Associate's Degree,Business,1987,Intermediate
784,Associate's Degree,Engineering,1994,Basic
785,Associate's Degree,Engineering,1979,Fluent
786,High School,Engineering,1974,Fluent
787,Master's Degree,Arts,2002,Native
788,Bachelor's Degree,Engineering,1970,Fluent
789,PhD,Arts,1997,Basic
790,Associate's Degree,Engineering,2021,Native
791,High School,Engineering,2017,Native
792,High School,Law,1999,Intermediate
793,Bachelor's Degree,Engineering,2022,Intermediate
794,High School,Law,2001,Intermediate
795,PhD,Sciences,2017,Basic
796,Associate's Degree,Arts,2005,Intermediate
797,Master's Degree,Business,1981,Basic
798,High School,Engineering,2016,Basic
799,Master's Degree,Engineering,1996,Fluent
800,PhD,Engineering,1989,Basic
801,Master's Degree,Business,1994,Native
802,PhD,Sciences,2022,Fluent
803,Bachelor's Degree,Engineering,1989,Intermediate
804,Bachelor's Degree,Sciences,1998,Basic
805,PhD,Business,1980,Fluent
806,Associate's Degree,Law,2003,Intermediate
807,High School,Engineering,2010,Native
808,Bachelor's Degree,Sciences,1972,Native
809,Associate's Degree,Business,1977,Basic
810,Bachelor's Degree,Engineering,2004,Fluent
811,Bachelor's Degree,Business,1978,Basic
812,High School,Engineering,2003,Native
813,Associate's Degree,Business,1970,Intermediate
814,Associate's Degree,Arts,1995,Intermediate
815,Bachelor's Degree,Engineering,2021,Fluent
816,Master's Degree,Business,1984,Native
817,High School,Business,1981,Native
818,High School,Sciences,1972,Intermediate
819,Associate's Degree,Sciences,1996,Intermediate
820,PhD,Engineering,1994,Intermediate
821,High School,Engineering,2018,Fluent
822,PhD,Law,2009,Native
823,High School,Business,2020,Basic
824,Bachelor's Degree,Arts,1979,Basic
825,Master's Degree,Business,2007,Fluent
826,Bachelor's Degree,Business,2009,Native
827,Master's Degree,Arts,1976,Fluent
828,High School,Sciences,1999,Fluent
829,High School,Engineering,1986,Intermediate
830,Master's Degree,Business,1971,Basic
831,High School,Arts,1991,Native
832,PhD,Arts,1980,Basic
833,Associate's Degree,Business,2013,Basic
834,Associate's Degree,Law,2011,Native
835,PhD,Engineering,1995,Intermediate
836,High School,Law,2004,Fluent
837,Associate's Degree,Sciences,2001,Native
838,Master's Degree,Law,2009,Native
839,High School,Sciences,1980,Basic
840,Bachelor's Degree,Engineering,1977,Fluent
841,High School,Engineering,1979,Basic
842,Bachelor's Degree,Law,2014,Fluent
843,Master's Degree,Arts,1994,Native
844,Associate's Degree,Law,1979,Intermediate
845,PhD,Sciences,1987,Basic
846,Bachelor's Degree,Engineering,2000,Native
847,High School,Sciences,1974,Fluent
848,Associate's Degree,Law,2001,Native
849,Bachelor's Degree,Arts,1973,Fluent
850,Associate's Degree,Arts,2017,Basic
851,Associate's Degree,Sciences,1971,Basic
852,Associate's Degree,Engineering,1993,Intermediate
853,Master's Degree,Business,2011,Fluent
854,Associate's Degree,Sciences,1977,Fluent
855,PhD,Law,2005,Basic
856,High School,Arts,2014,Intermediate
857,Master's Degree,Engineering,2010,Fluent
858,Associate's Degree,Engineering,1995,Intermediate
859,PhD,Business,2001,Basic
860,PhD,Sciences,1986,Basic
861,PhD,Law,1985,Native
862,Bachelor's Degree,Law,1981,Native
863,Master's Degree,Business,1986,Basic
864,Bachelor's Degree,Sciences,1971,Intermediate
865,Bachelor's Degree,Law,1989,Basic
866,Master's Degree,Arts,1996,Fluent
867,Bachelor's Degree,Law,1989,Intermediate
868,PhD,Engineering,2011,Native
869,PhD,Sciences,2016,Fluent
870,PhD,Engineering,2017,Native
871,PhD,Business,1984,Fluent
872,PhD,Engineering,2012,Intermediate
873,Bachelor's Degree,Business,2003,Intermediate
874,PhD,Arts,1978,Intermediate
875,High School,Arts,1988,Fluent
876,Bachelor's Degree,Engineering,1996,Basic
877,High School,Law,1994,Intermediate
878,Master's Degree,Arts,1973,Native
879,High School,Business,1983,Native
880,Bachelor's Degree,Arts,1995,Fluent
881,Master's Degree,Engineering,2002,Native
882,Associate's Degree,Sciences,2002,Basic
883,Bachelor's Degree,Law,2016,Fluent
884,PhD,Sciences,1999,Fluent
885,Bachelor's Degree,Arts,1971,Fluent
886,Associate's Degree,Arts,2013,Native
887,Bachelor's Degree,Business,2009,Intermediate
888,Associate's Degree,Arts,2019,Fluent
889,Master's Degree,Engineering,2010,Fluent
890,Master's Degree,Business,1992,Basic
891,PhD,Arts,2004,Fluent
892,Associate's Degree,Law,1996,Basic
893,Bachelor's Degree,Sciences,2022,Fluent
894,Bachelor's Degree,Arts,2014,Fluent
895,PhD,Arts,1986,Basic
896,Master's Degree,Sciences,2004,Native
897,Master's Degree,Law,1976,Basic
898,PhD,Arts,1972,Native
899,High School,Arts,2013,Intermediate
900,Master's Degree,Law,1976,Native
901,High School,Sciences,1972,Basic
902,Bachelor's Degree,Business,1982,Fluent
903,PhD,Engineering,1986,Intermediate
904,Master's Degree,Arts,1979,Native
905,Bachelor's Degree,Business,2010,Fluent
906,PhD,Law,1994,Fluent
907,High School,Business,1985,Basic
908,Bachelor's Degree,Law,1985,Intermediate
909,PhD,Sciences,1996,Intermediate
910,Bachelor's Degree,Law,1970,Intermediate
911,High School,Engineering,2009,Fluent
912,Associate's Degree,Arts,1974,Native
913,Associate's Degree,Arts,2016,Basic
914,High School,Engineering,2019,Native
915,Bachelor's Degree,Arts,1981,Basic
916,Associate's Degree,Law,1978,Native
917,PhD,Arts,2002,Intermediate
918,PhD,Business,1983,Intermediate
919,Associate's Degree,Arts,2010,Basic
920,High School,Engineering,2002,Fluent
921,Bachelor's Degree,Sciences,1990,Native
922,Associate's Degree,Engineering,1995,Native
923,Associate's Degree,Engineering,1977,Basic
924,Bachelor's Degree,Law,1997,Native
925,Master's Degree,Law,2001,Fluent
926,Associate's Degree,Arts,2015,Intermediate
927,Master's Degree,Engineering,2020,Basic
928,Associate's Degree,Sciences,2015,Intermediate
929,Bachelor's Degree,Arts,2004,Native
930,High School,Business,2012,Basic
931,High School,Arts,2016,Native
932,Associate's Degree,Engineering,1984,Basic
933,Associate's Degree,Sciences,2016,Fluent
934,PhD,Engineering,2010,Intermediate
935,Master's Degree,Sciences,1976,Native
936,PhD,Arts,2014,Basic
937,Master's Degree,Sciences,1980,Basic
938,Master's Degree,Sciences,2021,Native
939,Bachelor's Degree,Engineering,1990,Intermediate
940,Associate's Degree,Law,1973,Native
941,Associate's Degree,Business,2003,Native
942,PhD,Sciences,2007,Intermediate
943,Associate's Degree,Arts,2022,Intermediate
944,Bachelor's Degree,Sciences,2017,Fluent
945,PhD,Arts,1981,Fluent
946,PhD,Sciences,2020,Intermediate
947,Master's Degree,Law,1999,Native
948,PhD,Engineering,2002,Native
949,High School,Business,2004,Intermediate
950,Associate's Degree,Arts,2005,Fluent
951,Bachelor's Degree,Arts,2018,Native
952,PhD,Sciences,2015,Basic
953,PhD,Law,2022,Intermediate
954,Master's Degree,Arts,1971,Fluent
955,Associate's Degree,Engineering,2011,Fluent
956,Master's Degree,Engineering,1978,Native
957,Associate's Degree,Arts,2002,Fluent
958,Bachelor's Degree,Engineering,2006,Fluent
959,Associate's Degree,Engineering,1996,Native
960,Bachelor's Degree,Law,1991,Native
961,Associate's Degree,Business,1984,Basic
962,High School,Business,1993,Native
963,Bachelor's Degree,Business,1988,Intermediate
964,Associate's Degree,Sciences,2019,Basic
965,Bachelor's Degree,Sciences,1987,Intermediate
966,Associate's Degree,Law,1980,Fluent
967,Master's Degree,Engineering,1981,Fluent
968,PhD,Business,2019,Fluent
969,Master's Degree,Sciences,2007,Fluent
970,Associate's Degree,Law,1974,Native
971,PhD,Arts,2013,Fluent
972,PhD,Engineering,1974,Native
973,Master's Degree,Law,2021,Native
974,High School,Law,1975,Native
975,Bachelor's Degree,Business,2020,Basic
976,PhD,Business,1976,Intermediate
977,Master's Degree,Law,1991,Native
978,PhD,Business,2020,Native
979,Bachelor's Degree,Engineering,1974,Native
980,High School,Business,2001,Fluent
981,Master's Degree,Arts,1973,Native
982,Master's Degree,Business,2007,Intermediate
983,High School,Arts,2004,Fluent
984,Associate's Degree,Arts,1990,Fluent
985,PhD,Engineering,2010,Fluent
986,Master's Degree,Sciences,1972,Native
987,Associate's Degree,Law,2014,Native
988,Bachelor's Degree,Business,2010,Intermediate
989,Master's Degree,Arts,2018,Fluent
990,Associate's Degree,Law,1999,Intermediate
991,Bachelor's Degree,Arts,1991,Basic
992,Master's Degree,Engineering,2015,Intermediate
993,High School,Arts,1996,Native
994,High School,Engineering,2020,Basic
995,PhD,Sciences,2010,Basic
996,High School,Business,1977,Fluent
997,High School,Business,2014,Fluent
998,Master's Degree,Sciences,1993,Basic
999,PhD,Engineering,1985,Basic
1000,Associate's Degree,Law,1974,Fluent
1001,Associate's Degree,Engineering,2003,Intermediate
1002,Associate's Degree,Engineering,2017,Intermediate
1003,Associate's Degree,Law,1997,Native
1004,Bachelor's Degree,Arts,2001,Fluent
1005,Bachelor's Degree,Engineering,2016,Intermediate
1006,Associate's Degree,Law,1986,Native
1007,PhD,Sciences,1977,Fluent
1008,Master's Degree,Engineering,2003,Native
1009,Associate's Degree,Business,2006,Native
1010,High School,Engineering,1993,Native
1011,Bachelor's Degree,Business,1993,Native
1012,PhD,Law,1977,Basic
1013,High School,Business,2003,Basic
1014,Master's Degree,Engineering,2017,Basic
1015,High School,Law,1985,Native
1016,Master's Degree,Arts,1990,Fluent
1017,Master's Degree,Arts,2010,Fluent
1018,High School,Arts,1971,Basic
1019,High School,Business,1970,Basic
1020,Associate's Degree,Engineering,1992,Fluent
1021,Bachelor's Degree,Sciences,2019,Fluent
1022,PhD,Engineering,1986,Intermediate
1023,Associate's Degree,Engineering,1973,Basic
1024,PhD,Law,1987,Fluent
1025,PhD,Sciences,1989,Intermediate
1026,Bachelor's Degree,Business,2001,Fluent
1027,Bachelor's Degree,Business,1995,Native
1028,Associate's Degree,Engineering,1976,Intermediate
1029,Bachelor's Degree,Engineering,2014,Intermediate
1030,High School,Business,2012,Basic
1031,Master's Degree,Engineering,1977,Intermediate
1032,Bachelor's Degree,Sciences,1985,Fluent
1033,Associate's Degree,Arts,1978,Intermediate
1034,Associate's Degree,Sciences,2019,Intermediate
1035,Master's Degree,Arts,1982,Basic
1036,Associate's Degree,Law,1977,Fluent
1037,PhD,Sciences,1989,Basic
1038,High School,Engineering,1973,Intermediate
1039,PhD,Engineering,1972,Basic
1040,Bachelor's Degree,Engineering,2012,Intermediate
1041,PhD,Engineering,1982,Fluent
1042,Associate's Degree,Business,1991,Fluent
1043,Master's Degree,Engineering,2002,Native
1044,High School,Arts,2022,Intermediate
1045,High School,Engineering,1971,Basic
1046,PhD,Arts,2022,Fluent
1047,PhD,Sciences,1975,Native
1048,PhD,Arts,1974,Intermediate
1049,Master's Degree,Arts,2000,Fluent
1050,High School,Sciences,2008,Native
1051,Bachelor's Degree,Business,1997,Fluent
1052,Bachelor's Degree,Business,1991,Fluent
1053,PhD,Law,1976,Intermediate
1054,Master's Degree,Sciences,2013,Intermediate
1055,High School,Sciences,2016,Native
1056,Bachelor's Degree,Business,2005,Basic
1057,Bachelor's Degree,Sciences,1998,Intermediate
1058,PhD,Business,1998,Fluent
1059,Associate's Degree,Engineering,1997,Fluent
1060,Associate's Degree,Arts,1971,Fluent
1061,Associate's Degree,Engineering,1991,Fluent
1062,Bachelor's Degree,Business,1996,Native
1063,Associate's Degree,Sciences,2009,Basic
1064,Master's Degree,Law,1987,Native
1065,PhD,Business,2000,Basic
1066,Bachelor's Degree,Engineering,2016,Basic
1067,PhD,Law,2002,Basic
1068,High School,Business,1981,Native
1069,High School,Sciences,2005,Basic
1070,Associate's Degree,Sciences,1994,Basic
1071,PhD,Law,2020,Intermediate
1072,Bachelor's Degree,Arts,2002,Basic
1073,High School,Business,1996,Fluent
1074,Associate's Degree,Sciences,1973,Fluent
1075,PhD,Sciences,1972,Fluent
1076,PhD,Sciences,1999,Intermediate
1077,Bachelor's Degree,Business,2018,Fluent
1078,High School,Engineering,1990,Fluent
1079,PhD,Arts,2020,Native
1080,High School,Business,1980,Fluent
1081,Bachelor's Degree,Business,1972,Basic
1082,Bachelor's Degree,Business,2004,Basic
1083,Associate's Degree,Engineering,2018,Native
1084,Master's Degree,Law,1992,Intermediate
1085,Bachelor's Degree,Law,1979,Intermediate
1086,Associate's Degree,Business,1995,Intermediate
1087,PhD,Arts,2020,Intermediate
1088,High School,Engineering,2020,Fluent
1089,Master's Degree,Sciences,2005,Native
1090,PhD,Engineering,1992,Native
1091,Associate's Degree,Law,2020,Basic
1092,Associate's Degree,Law,2010,Fluent
1093,Master's Degree,Sciences,1978,Intermediate
1094,Master's Degree,Business,2007,Basic
1095,Bachelor's Degree,Arts,2008,Fluent
1096,Master's Degree,Engineering,2022,Fluent
1097,High School,Law,1995,Basic
1098,Bachelor's Degree,Sciences,1978,Native
1099,Bachelor's Degree,Sciences,2015,Fluent
1100,PhD,Business,2004,Intermediate
1101,PhD,Arts,1996,Fluent
1102,PhD,Business,1976,Basic
1103,Associate's Degree,Law,1991,Fluent
1104,PhD,Arts,1988,Basic
1105,Master's Degree,Sciences,1985,Native
1106,PhD,Arts,1985,Native
1107,Master's Degree,Arts,2012,Native
1108,Associate's Degree,Arts,2009,Basic
1109,Associate's Degree,Law,2012,Fluent
1110,High School,Arts,2001,Native
1111,Master's Degree,Engineering,1983,Basic
1112,Master's Degree,Sciences,1981,Basic
1113,Bachelor's Degree,Business,1997,Intermediate
1114,Associate's Degree,Law,1970,Native
1115,PhD,Arts,2004,Intermediate
1116,Bachelor's Degree,Sciences,2022,Intermediate
1117,High School,Business,2008,Native
1118,Master's Degree,Engineering,1980,Native
1119,High School,Business,2014,Fluent
1120,Associate's Degree,Sciences,1971,Basic
1121,PhD,Arts,1983,Native
1122,Associate's Degree,Business,1994,Intermediate
1123,Associate's Degree,Sciences,1994,Intermediate
1124,Bachelor's Degree,Arts,1987,Fluent
1125,PhD,Law,2011,Native
1126,Associate's Degree,Arts,1989,Intermediate
1127,Master's Degree,Sciences,1974,Native
1128,Bachelor's Degree,Arts,1973,Native
1129,Master's Degree,Business,1991,Fluent
1130,High School,Engineering,2002,Intermediate
1131,High School,Engineering,1973,Basic
1132,High School,Law,1997,Basic
1133,Associate's Degree,Engineering,1982,Fluent
1134,Bachelor's Degree,Engineering,2005,Native
1135,PhD,Arts,1986,Fluent
1136,Bachelor's Degree,Arts,2017,Native
1137,Associate's Degree,Engineering,2022,Fluent
1138,Master's Degree,Law,2017,Intermediate
1139,Bachelor's Degree,Arts,2002,Intermediate
1140,Associate's Degree,Business,2004,Basic
1141,Master's Degree,Law,1978,Fluent
1142,Master's Degree,Law,1991,Intermediate
1143,Master's Degree,Engineering,2006,Fluent
1144,Associate's Degree,Business,1976,Fluent
1145,Associate's Degree,Engineering,2006,Native
1146,Bachelor's Degree,Sciences,2007,Intermediate
1147,Master's Degree,Law,2014,Native
1148,High School,Business,1982,Intermediate
1149,PhD,Law,1979,Fluent
1150,PhD,Business,1973,Intermediate
1151,Bachelor's Degree,Arts,1976,Fluent
1152,Associate's Degree,Arts,2011,Native
1153,Bachelor's Degree,Law,1981,Basic
1154,High School,Law,2015,Basic
